ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0001035,http://purl.obolibrary.org/obo/TO_0001035,stem width,culm diameter (related)|culm width (related),A stem morphology trait  which is the width of a stem .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0001034,http://purl.obolibrary.org/obo/TO_0001034,relative plant height,,It is a ratio of the plant height determined from a stressed plant to that grown in normal environment.
TO:0001032,http://purl.obolibrary.org/obo/TO_0001032,relative panicle number,,A panicle number  trait which is the ratio of panicle number determined from a stressed plant to that grown in normal environment.
TO:0001030,http://purl.obolibrary.org/obo/TO_0001030,relative leaf area,,It is a ratio of leaf area determined from a stressed plant to that grown in normal environment.
TO:0001033,http://purl.obolibrary.org/obo/TO_0001033,relative spikelet number,relative number of spikelet per panicle (related),It is a ratio of spikelet number per panicle/inflorescence determined from a stressed plant to that grown in normal environment.
TO:0000273,http://purl.obolibrary.org/obo/TO_0000273,armyworm resistance,AWRRS (related),"Causal agent: Pseudaletia unipuncta, Spodoptera mauritia and Spodoptera praefica. The swarming caterpillars cause severe damage to rice plants in nursery beds.|The worms appear suddenly in masses and move like an army from field to field so that seedbeds or the direct seeded fields look as if grazed by cattles. Generally, a transplanted crop is not severely affected. Damage by armyworms is most serious during periods of stem elongation and grain formation. Larvae defoliate plants, typically by chewing angular pieces off leaves. They may also feed on the panicle near the developing kernels causing these kernels to dry before filling. This feeding causes all or parts of the panicle to  turn white. If the entire panicle is white, the damage may also be due to stem rot or feeding by rats. The  seriousness of armyworm injury depends on the maturity of the plant and the amount of tissue consumed. Significant yield reduction can occur if defoliation is greater than 25% at 2 to 3 weeks before heading. They migrate from field to field and extensive losses are often caused within a week. Their migration is facilitated by the absence of standing water in the field."
TO:0000277,http://purl.obolibrary.org/obo/TO_0000277,biochemical trait,,"A plant trait  which is a quality of a chemical entity , a plant metabolite , or a molecular function , which occurs in a cellular component , plant anatomical entity  or during a plant structure development stage ."
TO:0000279,http://purl.obolibrary.org/obo/TO_0000279,root weight,RTWT (related)|TRW (related)|total root weight (related),A root morphology trait  which is the weight of a root .|Root weight may be measured as the average dry or fresh weight of roots.
TO:0000270,http://purl.obolibrary.org/obo/TO_0000270,inflorescence axis angle,,An inflorescence axis morphology trait  which is the angle of an inflorescence axis .|Refers to the angle (: An orientation inhering in a bearer by virtue of the bearer's placement at an angle) of an inflorescence axis .
TO:0000272,http://purl.obolibrary.org/obo/TO_0000272,OBSOLETE plant survivability,,OBSOLETE.
TO:0000275,http://purl.obolibrary.org/obo/TO_0000275,perianth morphology trait,perianth related trait (related),A collective phyllome structure morphology trait  which is a quality of a perianth .
TO:0000276,http://purl.obolibrary.org/obo/TO_0000276,drought tolerance,DRTL (related)|drought resistance (exact),Becoming tolerant to drought like conditions of minimal or no water content in the growth environment.|Often  the plants exhibiting high salt tolerance also exhibit drought tolerance.
TO:0000271,http://purl.obolibrary.org/obo/TO_0000271,inflorescence length,,An inflorescence morphology trait  trait which is the length of an inflorescence .
TO:0000274,http://purl.obolibrary.org/obo/TO_0000274,spikelet floret morphology trait,floret related trait (related),A flower morphology trait  which is a quality of a spikelet floret .
TO:0000278,http://purl.obolibrary.org/obo/TO_0000278,root to shoot ratio,root/shoot ratio (exact)|r/s ratio (exact)|root length to shoot length ratio (exact)|RTSHRO (exact),The ratio determined from the parameters evaluated for root length and the shoot length in a study.
TO:0020092,http://purl.obolibrary.org/obo/TO_0020092,copper content trait,Cu content (exact),A mineral and ion content trait  which is the copper cation  composition in a plant structure .
TO:0020096,http://purl.obolibrary.org/obo/TO_0020096,mineral and ion transport trait,,"Trait associated with directed movement of minerals and ions into, out of, within or between cells."
TO:0020091,http://purl.obolibrary.org/obo/TO_0020091,manganese content,,A mineral and ion content trait  which is the amount of manganese  in a plant structure .
TO:0020097,http://purl.obolibrary.org/obo/TO_0020097,stomatal opening,,A trait to measure the physiological parameters involved in the process of opening of stomatal pores.
TO:0020098,http://purl.obolibrary.org/obo/TO_0020098,nitrate sensitivity,,The sensitivity to the nitrate content in the growth medium.
TO:0020090,http://purl.obolibrary.org/obo/TO_0020090,zinc content trait,,A mineral and ion content trait  which is the amount of zinc  in a plant structure .
TO:0020093,http://purl.obolibrary.org/obo/TO_0020093,nitrogen content,,A mineral and ion content trait  which is the amount of nitrogen  in a plant structure .
TO:0020099,http://purl.obolibrary.org/obo/TO_0020099,nitrate transport,,"Trait associated with directed movement of nitrate into, out of, within or between cells."
TO:0020095,http://purl.obolibrary.org/obo/TO_0020095,stomatal process related trait,,"Trait associated with any of the stomatal opening, closure, conductance, resistance process."
TO:0020094,http://purl.obolibrary.org/obo/TO_0020094,nitrate content,,A mineral and ion content trait  which is the amount of nitrate  in a plant structure .
TO:0006068,http://purl.obolibrary.org/obo/TO_0006068,germinability in dark,,Measure of the seed's germination ability in dark.
TO:0006067,http://purl.obolibrary.org/obo/TO_0006067,aphid resistance,,"Resistance displayed by the plant to the aphid infestation.|Aphids are members of the insect order Homoptera, family Aphididae."
TO:0006061,http://purl.obolibrary.org/obo/TO_0006061,days to germinate,,Number of days taken from the day of sowing to the first emergence of cotyledons or hypocotyl.
TO:0006063,http://purl.obolibrary.org/obo/TO_0006063,leaf margin serrated,,A leaf margin morphology trait  which is a notched or grooved leaf margin .|Refer to serrated : A shape quality inhering in a bearer by virtue of having sharp straight-edged teeth pointing to the apex.
TO:0006060,http://purl.obolibrary.org/obo/TO_0006060,leaf chlorosis,,"A leaf color trait  describing the yellowing of leaves, due to insufficient production of chlorophyll.|Leaf surface affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic tissue."
TO:0006064,http://purl.obolibrary.org/obo/TO_0006064,rolled leaf,,Leaf lamina rolled into a tube like structure.
TO:0006065,http://purl.obolibrary.org/obo/TO_0006065,seedling hypocotyl length,,A seedling hypocotyl morphology trait  which is the length of a seedling hypocotyl .
TO:0006062,http://purl.obolibrary.org/obo/TO_0006062,plant width,,The average width of a plant measured across an axis such as the main stem/stalk.
TO:0006066,http://purl.obolibrary.org/obo/TO_0006066,leaf trichome density,,A leaf pubescence  trait which is the density of leaf trichomes .
TO:0006069,http://purl.obolibrary.org/obo/TO_0006069,DSDS50,,A measure of seed dormancy defined as the days of seed dry storage required to reach 50% germination (DSDS50).
TO:0000809,http://purl.obolibrary.org/obo/TO_0000809,pseudostem shape,,"A pseudostem morphology trait  which is the shape of a pseudostem .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0000804,http://purl.obolibrary.org/obo/TO_0000804,inflorescence width,head width (narrow)|INFLWD (related),An inflorescence morphology trait  which is the width of an inflorescence .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0000803,http://purl.obolibrary.org/obo/TO_0000803,inflorescence weight,head weight (narrow),An inflorescence morphology trait  which is the weight of an inflorescence .|Refer to weight :A physical quality inhering in a bearer that has mass near a gravitational body.
TO:0000807,http://purl.obolibrary.org/obo/TO_0000807,pseudostem morphology trait,,A collective organ part structure morphology trait  which is a quality of a pseudostem .
TO:0000801,http://purl.obolibrary.org/obo/TO_0000801,inflorescence depth,head depth (narrow),An inflorescence morphology trait  which is the depth of an inflorescence .|Refer to depth : A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision.
TO:0000800,http://purl.obolibrary.org/obo/TO_0000800,inflorescence density,head density (narrow),An inflorescence morphology trait  which is the density of an inflorescence .|Refer to absolute density .
TO:0000802,http://purl.obolibrary.org/obo/TO_0000802,inflorescence diameter,head diameter (narrow),An inflorescence morphology trait  which is the diameter of an inflorescence .|Refer to diameter :A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.
TO:0000805,http://purl.obolibrary.org/obo/TO_0000805,inflorescence texture,head texture (narrow),"An inflorescence morphology trait  which with the texture of an inflorescence .|Refer to texture : A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics."
TO:0000806,http://purl.obolibrary.org/obo/TO_0000806,inflorescence presence,,A reproductive shoot system morphology trait  which is the presence of an inflorescence .|Refer to presence value .
TO:0000808,http://purl.obolibrary.org/obo/TO_0000808,pseudostem length,,A pseudostem morphology trait  which is the length of a pseudostem .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000586,http://purl.obolibrary.org/obo/TO_0000586,seminal root length,,A root length  that is the length of one or more seminal roots .|Seminal root is the primary root originating in a plant after germination.Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000588,http://purl.obolibrary.org/obo/TO_0000588,TO_0000588,,
TO:0000582,http://purl.obolibrary.org/obo/TO_0000582,inflorescence number,INFLONB (related),"A reproductive shoot system morphology trait  which is the number of inflorescences .|Refer to number of : The number of parts of a particular type that the bearer entity has. This is a relational quality, and thus holds between two entities: the bearer of the quality, and the type of parts."
TO:0000589,http://purl.obolibrary.org/obo/TO_0000589,average grain weight,,"A grain weight  which is the average weight of a grain (caryopsis fruit; , including the caryopsis hull .|The average grain weight  can be used to calculate the overall yield or produce from a field."
TO:0000584,http://purl.obolibrary.org/obo/TO_0000584,TO_0000584,,
TO:0000587,http://purl.obolibrary.org/obo/TO_0000587,endosperm quality,endosperm quality (sensu Poaceae) (related)|End (related),"A seed quality trait  which is the quality of the endosperm  texture, content, composition, size, etc."
TO:0000580,http://purl.obolibrary.org/obo/TO_0000580,cytoplasmic male sterility,,
TO:0000581,http://purl.obolibrary.org/obo/TO_0000581,inflorescence color,head color (narrow),"An inflorescence morphology trait  which is the color of an inflorescence .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000583,http://purl.obolibrary.org/obo/TO_0000583,infructescence weight,,An infructescence morphology trait  that is the average weight (mass) of an infructescence bearing mature fruit .|Refers to mass : A physical quality that inheres in a bearer by virtue of the proportion of the bearer's amount of matter.
TO:0000585,http://purl.obolibrary.org/obo/TO_0000585,TO_0000585,,
TO:0020089,http://purl.obolibrary.org/obo/TO_0020089,iron content trait,,A mineral and ion content trait  which is the iron cation  composition in a plant structure .
TO:0020080,http://purl.obolibrary.org/obo/TO_0020080,stover organic matter digestibility,stover related trait (broad)|in vitro organic matter digestibility (exact),"This trait determines the amount of organic matter from the stover that would eventually be digested by animals. Value derived from chemical and in vitro analysis with rumen microbial inoculum of dried and ground stover, usually using Near Infrared Reflectance Spectrophotometry (NIRS) after appropriate calibration.|Measured as percentage."
TO:0020088,http://purl.obolibrary.org/obo/TO_0020088,total water soluble content,total dissolved solids content (related),A metabolite content trait  which is the concentration of water soluble components in a plant structure .|This trait is usually highly correlated with total soluble sugar content . Often determined in fresh tissue using a refractive index.
TO:0020087,http://purl.obolibrary.org/obo/TO_0020087,root cracking,,"A trait measuring the extent of physical cracking of a root caused by genetic, environmental factors or by post-harvest storage and handling of the root or root part."
TO:0020083,http://purl.obolibrary.org/obo/TO_0020083,stem diameter,culm diameter (related),A stem morphology trait  which is the diameter of a stem .|Refer to diameter : A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.
TO:0020084,http://purl.obolibrary.org/obo/TO_0020084,spiral leaf,,A trait to measure leaf spiralling.
TO:0020082,http://purl.obolibrary.org/obo/TO_0020082,stover nitrogen content,stover related traits,A trait to measure percent nitrogen concentration in the stover sample used for predicting crude protein (CP) content of stover by multiplication with a factor of 6.25 (CP = N x 6.25). This concentration is one of the criteria to assess the quality of fodder. Value derived from the analysis of stover using Near Infrared Reflectance Spectrophotometry (NIRS).
TO:0020086,http://purl.obolibrary.org/obo/TO_0020086,neck leaf presence,,A trait to observe neck leaf presence.
TO:0020081,http://purl.obolibrary.org/obo/TO_0020081,metabolized energy of stover,stover related traits (broad)|metabolised energy (exact),"The trait  takes into account energy losses occurring in the animal in faeces, urine and CH4 and estimates how much energy (in calories or joules) a given unit of ground stover is actually available for meat and milk production . Value derived from chemical and in vitro analysis of dried and ground stover.|Units: Kcal/kg."
TO:0020085,http://purl.obolibrary.org/obo/TO_0020085,stem senescence,culm senescence (exact),"A shoot development trait  to measure the senescence of a stem .|Refer to organ senescence : The process that occurs in an organ near the end of its active life that is associated with the dismantling of cell components and membranes, and an overall decline in metabolism. An example of this process is found in Arabidopsis thaliana."
TO:0000761,http://purl.obolibrary.org/obo/TO_0000761,seedling hypocotyl green with bronze band,,"A seedling hypocotyl color trait  where a hypocotyl  is observed to have the color green with a bronze band.|Refers to green (: A color hue with medium-low wavelength of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers) and bronze (: A medium brown color with a metallic sheen, resembles the actual alloy bronze)."
TO:0000766,http://purl.obolibrary.org/obo/TO_0000766,petiole length,,A petiole morphology trait  which is the length of a petiole .
TO:0000760,http://purl.obolibrary.org/obo/TO_0000760,seedling hypocotyl green,,"A seedling hypocotyl color trait  where a hypocotyl  is observed to have the color green.|Refers to green : A color hue with medium-low wavelength of that portion of the visible spectrum lying between yellow and blue, evoked in the human observer by radiant energy with wavelengths of approximately 490 to 570 nanometers."
TO:0000762,http://purl.obolibrary.org/obo/TO_0000762,seedling hypocotyl purple,,A seedling hypocotyl color trait  where a hypocotyl  is observed to have the color purple.|Refers to purple : A color that falls about midway between red and blue in hue.
TO:0000769,http://purl.obolibrary.org/obo/TO_0000769,seedling hypocotyl morphology trait,,A hypocotyl morphology trait  which a seedling hypocotyl .|Use this term to describe traits for a seedling hypocotyl  a hypocotyl  that is part of a whole plant  in the seedling development stage ).
TO:0000765,http://purl.obolibrary.org/obo/TO_0000765,petiole morphology trait,,A stalk morphology trait  which is a quality of a petiole .
TO:0000763,http://purl.obolibrary.org/obo/TO_0000763,seedling hypocotyl dark purple,,A seedling hypocotyl color trait  where a hypocotyl  is observed to have the color dark purple.|Refers to dark purple : A color consisting of purple color and low brightness.
TO:0000767,http://purl.obolibrary.org/obo/TO_0000767,petiole shape,,A petiole morphology trait  which is the shape of a petiole .
TO:0000764,http://purl.obolibrary.org/obo/TO_0000764,stalk morphology trait,,A cardinal organ part morphology trait  which is a quality of a stalk .
TO:0000768,http://purl.obolibrary.org/obo/TO_0000768,petiole size,,A petiole morphology trait  which is the size of a petiole .
TO:0000462,http://purl.obolibrary.org/obo/TO_0000462,gelatinization temperature,GELTZTMP (related),"Is an indication of gelatinization temperature. Observed by placing six milled-grains/kernels in 10ml 1.7% KOH in a shallow container and arrange them so that they do not touch. Let them stand for 23hrs at 30C temperature and score for spreading. Measure for Alkali digestion is inversely proportional to the gelatinization temperature, e.g. if alkali digestion is low, the gelatinization temperature is high."
TO:0000464,http://purl.obolibrary.org/obo/TO_0000464,albino plantlet differentiation frequency,ALBPTLDFQ (related),
TO:0000466,http://purl.obolibrary.org/obo/TO_0000466,carbon content,CBCN (related),Amount of carbon present in the dry mass.
TO:0000463,http://purl.obolibrary.org/obo/TO_0000463,anthesis silking interval,FLWSLKINTER (related)|ANTSKIT (related)|ASI (related),A difference of the average number of days between the maize tassel flowering and the first visible silk (stigma) on the maize ear.
TO:0000469,http://purl.obolibrary.org/obo/TO_0000469,days to maturity,time to harvest (narrow)|DTMT (related)|Mat (related),A plant phenological trait  which is the number of days from planting to the fruit ripening stage  or seed maturation stage .
TO:0000460,http://purl.obolibrary.org/obo/TO_0000460,light intensity sensitivity,light intensity response (related),
TO:0000461,http://purl.obolibrary.org/obo/TO_0000461,basic vegetative phase,BAVEGPH (related),
TO:0000467,http://purl.obolibrary.org/obo/TO_0000467,cell membrane stability,CELMBSTB (related),Stability of the cell membrane under the impact of temperature (heat) and water deficit stress.|The trait is often observed in plants as a measure of drought and heat tolerance by determining the amount of solutes/electrolyte leaked from the cell.
TO:0000465,http://purl.obolibrary.org/obo/TO_0000465,mineral and ion content trait,,A biochemical trait  that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity .|May be measured in a dry mass or in a fresh tissue.
TO:0000468,http://purl.obolibrary.org/obo/TO_0000468,leaf blast disease resistance,Bl (related)|LFBLRS (related),Causal agent: Magnaporthe grisea. Symptoms: Can affect either or both the leaf and panicles.
TO:0006013,http://purl.obolibrary.org/obo/TO_0006013,carpel number,,A carpel morphology trait  which is the number of carpels  in the gynoecium .
TO:0006012,http://purl.obolibrary.org/obo/TO_0006012,carpel morphology trait,,A megasporophyll morphology trait  which is a quality of a carpel .
TO:0006011,http://purl.obolibrary.org/obo/TO_0006011,lodicule shape,,"A lodicule morphology trait  which is the shape of a lodicule .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0006019,http://purl.obolibrary.org/obo/TO_0006019,floral organ identity,,Trait associated with observing effects on the establishment of floral organ identity.
TO:0006018,http://purl.obolibrary.org/obo/TO_0006018,organ identity,,Trait associated with observing effects on the establishment of organ identity.|Identity is considered to be the aggregate of characteristics by which a structure is recognized.
TO:0006010,http://purl.obolibrary.org/obo/TO_0006010,lodicule number,,A lodicule morphology trait  which is the average number of lodicules  per grass flower (floret) in a study.
TO:0006015,http://purl.obolibrary.org/obo/TO_0006015,plant tissue development trait,,Traits associated with observing effects on the development of a given tissue type.
TO:0006014,http://purl.obolibrary.org/obo/TO_0006014,phyllotaxy,leaf arrangement (exact),A leaf morphology trait  which is the arrangement of the leaves on the shoot of a plant.
TO:0006016,http://purl.obolibrary.org/obo/TO_0006016,meristem tissue development trait,,An assay to determine the variation in the  meristematic tissue development.
TO:0006017,http://purl.obolibrary.org/obo/TO_0006017,meristem identity,meristem determinacy (exact),Trait to determine the variation or effect on the establishment of meristem identity or determinacy.
TO:0000848,http://purl.obolibrary.org/obo/TO_0000848,fruit diameter,,A fruit size trait  which is the diameter of a fruit .|Refer to diameter : A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.
TO:0000841,http://purl.obolibrary.org/obo/TO_0000841,collective organ part structure morphology trait,,A collective plant structure morphology trait  which is a quality of a collective organ part structure .
TO:0000847,http://purl.obolibrary.org/obo/TO_0000847,panicle inflorescence morphology trait,panicle related trait (related),An inflorescence morphology trait  which is a quality of a panicle inflorescence .
TO:0000843,http://purl.obolibrary.org/obo/TO_0000843,portion of plant tissue morphology trait,,A plant structure morphology trait  which is a quality of a portion of plant tissue .
TO:0000840,http://purl.obolibrary.org/obo/TO_0000840,collective plant structure morphology trait,,A plant structure morphology trait  which is a quality of a collective plant structure .
TO:0000842,http://purl.obolibrary.org/obo/TO_0000842,collective plant organ structure morphology trait,,A collective plant structure morphology trait  which is a quality of a collective plant organ structure .
TO:0000845,http://purl.obolibrary.org/obo/TO_0000845,collective phyllome structure morphology trait,,A collective plant organ structure morphology trait  which is a quality of a collective phyllome structure .
TO:0000844,http://purl.obolibrary.org/obo/TO_0000844,in vitro plant structure morphology trait,,A plant structure morphology trait  which is a quality of an in vitro plant structure .
TO:0000846,http://purl.obolibrary.org/obo/TO_0000846,inflorescence primary branch morphology trait,,An inflorescence branch morphology trait  which is a quality of a second order inflorescence axis .
TO:0000849,http://purl.obolibrary.org/obo/TO_0000849,fruit attachment,,A fruit morphology trait  which is the attachment of a fruit .|Refer to attachment quality : A structural quality inhering in a bearer by virtue of the bearer's having connection or association with another entity.
TO:0006044,http://purl.obolibrary.org/obo/TO_0006044,magnesium content,,A mineral and ion content trait  which is the magnesium cation  composition in a plant structure .
TO:0006045,http://purl.obolibrary.org/obo/TO_0006045,phosphorus concentration,,A phosphorus content  which is the concentration of phosphorus  in some plant structure 
TO:0006046,http://purl.obolibrary.org/obo/TO_0006046,sulfur content,,A mineral and ion content trait  which is the sulfur cation  composition in a plant structure .
TO:0006040,http://purl.obolibrary.org/obo/TO_0006040,sepal number,,A sepal morphology trait  which is the number of the sepals  in a flower .
TO:0006049,http://purl.obolibrary.org/obo/TO_0006049,iron concentration,,An iron content  which is the concentration of iron cation  in a plant structure 
TO:0006043,http://purl.obolibrary.org/obo/TO_0006043,boron content,,A mineral and ion content trait  which is the boron cation  composition in a plant structure .
TO:0006047,http://purl.obolibrary.org/obo/TO_0006047,calcium content trait,,A mineral and ion content trait  which is the calcium cation  composition in a plant structure .
TO:0006041,http://purl.obolibrary.org/obo/TO_0006041,tepal number,,A tepal morphology trait  which is the number of the tepals  in a flower .
TO:0006048,http://purl.obolibrary.org/obo/TO_0006048,manganese concentration,,A manganese content  which is the concentration of manganese  in some plant structure 
TO:0006042,http://purl.obolibrary.org/obo/TO_0006042,lithium content,,A mineral and ion content trait  which is the lithium cation  composition in a plant structure .|May be assayed for per gram fresh weight.
TO:0000713,http://purl.obolibrary.org/obo/TO_0000713,brittle endosperm,,An endosperm morphology trait  which is a brittle endosperm .
TO:0000712,http://purl.obolibrary.org/obo/TO_0000712,sulfonylurea herbicide sensitivity,,"An assay to determine the tolerance exhibited by a plant or a group of plants (population) towards the applied herbicide sulfonylurea.|It is expected that the herbicide application must not affect the agronomic yield, if any."
TO:0000714,http://purl.obolibrary.org/obo/TO_0000714,seminal rootless,absence of seminal roots (related),Absence of seminal roots in the plant.
TO:0000717,http://purl.obolibrary.org/obo/TO_0000717,rough endosperm,,An endosperm morphology trait  which is a rough endosperm .|This is also an endosperm quality trait . Refers to rough  A texture quality inhering in a bearer by virtue of the bearer's irregular surface.
TO:0000716,http://purl.obolibrary.org/obo/TO_0000716,etched endosperm,,An endosperm morphology trait  which is an etched endosperm .|This is also an endosperm quality trait .
TO:0000719,http://purl.obolibrary.org/obo/TO_0000719,leaf vein color,,"A leaf vein morphology trait  which is the color of a leaf lamina vein .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000711,http://purl.obolibrary.org/obo/TO_0000711,imidazolinone sensitivity,,"An assay to determine the tolerance exhibited by a plant or a group of plants (population) towards the applied herbicide imidazolinone.|It is expected that the herbicide application must not affect the agronomic yield, if any."
TO:0000710,http://purl.obolibrary.org/obo/TO_0000710,globulin protein content,,"Assay to detrmine the amount of globulin proteins.|Globulin proteins also called globular  proteins, or spheroproteins are one of the main protein classes. These have a globelike protein structure, that is more or less soluble in aqueous solutions. The two major sub classes are alpha and beta globulins."
TO:0000715,http://purl.obolibrary.org/obo/TO_0000715,fascicled ear,,"In maize ears, the floral meristems undergo repeated dichotomous branching, resulting in fascicled (highly branched and bundled or clustered) ears."
TO:0000718,http://purl.obolibrary.org/obo/TO_0000718,wrinkled grain,wrinkled kernel (narrow)|wrinkled seed (related),"A grain quality trait  where the grain (caryopsis fruit;  has a wrinkled appearance, usually from a lack of starch accumulation."
TO:0000404,http://purl.obolibrary.org/obo/TO_0000404,nodal rooting,,Extent of rooting from the nodes on a stem.
TO:0000405,http://purl.obolibrary.org/obo/TO_0000405,caseworm resistance,CW (related)|hama putih (indonesian) (related)|paddy caseworm (related)|CWRS (related)|float worm (related),"Causal agent: Nymphula depunctalis. Symptoms: Larvae feed on leaf tissue, leaving only the papery upper epidermis."
TO:0000407,http://purl.obolibrary.org/obo/TO_0000407,OBSOLETE hoppers,,OBSOLETE.
TO:0000403,http://purl.obolibrary.org/obo/TO_0000403,leaf-folder resistance,LF (related)|LFFRS (related),"Causal agent: Cnaphalocrosis medinalis, Marasmia patnalis. Symptoms: larvae consume the leaf tissue except the epidermis, causing typical white streaks. They create a leaf tube during later stages of feeding. Plant is susceptible and resistant check (if available) after every 10-test entries. Replicate the test three times, if seed is available. Determined by percentage of damaged and folded leaves."
TO:0000408,http://purl.obolibrary.org/obo/TO_0000408,hot paste viscosity,HPVIS (related),
TO:0000402,http://purl.obolibrary.org/obo/TO_0000402,dehulled grain width,dehulled grain curved width (narrow)|dehulled grain width (exact)|GRWD (broad)|DHULGRWD (exact)|width of grain without hull (exact),A grain width  which is the width of the dehulled grain with pericarp .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0000401,http://purl.obolibrary.org/obo/TO_0000401,plant growth hormone sensitivity,growth regulator sensitivity (related)|plant hormone response (related),A chemical stress sensitivity  which is the tolerance exhibited by a plant or a group of plants (population) towards the plant growth hormone.
TO:0000406,http://purl.obolibrary.org/obo/TO_0000406,panicle threshability,PNTH (related)|Thr (related),"A plant quality trait  which is the percentage of shattered grains, determined by firmly grasping and pulling the hand over the panicle."
TO:0000400,http://purl.obolibrary.org/obo/TO_0000400,sterile lemma color,SLmC (related)|STLEMCL (related),"A lemma morphology trait  which is the color of the sterile lemma .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000409,http://purl.obolibrary.org/obo/TO_0000409,peak viscosity,PVIS (related),
TO:1000006,http://purl.obolibrary.org/obo/TO_1000006,tuberous root tuber diameter,root tuber diameter (related)|storage root diameter (exact),A tuberous root tuber morphology trait  which is the diameter of a tuberous root tuber .
TO:1000007,http://purl.obolibrary.org/obo/TO_1000007,tuberous root tuber morphology trait,,A tuber morphology trait  which is the quality of a tuberous root tuber .
TO:1000004,http://purl.obolibrary.org/obo/TO_1000004,infructescence position,,An infructescence morphology trait  which is the position of an infructescence .
TO:1000008,http://purl.obolibrary.org/obo/TO_1000008,branch position,shoot axis branch position (exact),A branch morphology trait  which is the position of a branch .
TO:1000000,http://purl.obolibrary.org/obo/TO_1000000,stem internode bent,,A stem internode morphology trait  where the stem internode  is bent.|Refers to bent : a shape quality inhering in a bearer by virtue of the bearer's having one or more angle(s) in its length.
TO:1000009,http://purl.obolibrary.org/obo/TO_1000009,branch angle,shoot axis branch angle (exact)|branching angle (exact),A branch morphology trait  which is the angle of a branch .
TO:1000002,http://purl.obolibrary.org/obo/TO_1000002,secondary xylem volumetric density,wood volumetric density (exact),A trait which is associated with the volumetric density of a secondary xylem.
TO:1000001,http://purl.obolibrary.org/obo/TO_1000001,OBSOLETE cotyledon size,seed leaf size (exact),OBSOLETE. A trait which is associated with the size of a cotyledon.|This term was obsoleted at the TermGenie Gatekeeper stage.
TO:1000003,http://purl.obolibrary.org/obo/TO_1000003,shoot axis node color,shoot axis node relative color (exact)|shoot axis node colour (exact),A trait which is associated with the color of a shoot axis node.
TO:0020101,http://purl.obolibrary.org/obo/TO_0020101,starch mobilization,,Trait associated with directed movement of starch.
TO:0020100,http://purl.obolibrary.org/obo/TO_0020100,nitrate uptake,,The total nitrate ion uptake measured in a plant or a plant part.
TO:0020103,http://purl.obolibrary.org/obo/TO_0020103,adventitious root length,,A root length  trait which is the length of an adventitious root (shoot-borne root; .|An adventitious root can be a 'shoot-borne root'  or one of the child terms- all have adventitious root as a broad synonym. Shoot-borne roots are part of the root system .
TO:0020108,http://purl.obolibrary.org/obo/TO_0020108,root cortical cell length,,The length of the root cortical cell.
TO:0020104,http://purl.obolibrary.org/obo/TO_0020104,adventitious rootless,,Absence of adventitious roots in the plant.
TO:0020107,http://purl.obolibrary.org/obo/TO_0020107,plant cell length,,A plant cell morphology trait  which is the length of  a plant cell .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0020102,http://purl.obolibrary.org/obo/TO_0020102,phosphate content,phosphate ion content (exact),A mineral and ion content trait  which is the amount of phosphate  in a plant structure .
TO:0020106,http://purl.obolibrary.org/obo/TO_0020106,Indole-3-acetic acid content,Indole-3-acetic acid (IAA) content (exact)|IAA content (exact),An auxin content  which is the amount of indole-3-acetic acid  in a plant structure .
TO:0020109,http://purl.obolibrary.org/obo/TO_0020109,vascular bundle development trait,,Traits associated with observing effects on the development of vascular bundle.
TO:0020105,http://purl.obolibrary.org/obo/TO_0020105,CW-cytoplasmic male sterility,,A trait to measure the CW type of ytoplasmic male sterility in plants.|Often measured by abnormal pollen germination.
